ID,SEXO,EDAD,GRADO_INSTRUCCION,TIPO_CARGO,EXPERIENCIA,GERENCIA,CREDIBILIDAD,RESPETO,IMPARCIALIDAD,ORGULLO,CAMARADERIA,GENERAL,COMENTARIO,TARGET
635,Femenino,de 23 a 30,Universitaria incompleta,Analista,de 1 a 3,Operaciones,4.4375,4,4.25,4.388888889,4.1,5,El clima laboral que tiene ya seas un gerente o un simple trabajador todos son personas valiosas una pieza clave para que todo funcione.,PROMOTOR
636,Femenino,menor de 23,Tecnico incompleto,Analista,menor de 1,Operaciones,4.5625,4.666666667,4.541666667,4.388888889,4.4,5,Es un lugar muy acogedor me gusta mucho y los beneficios y cuando hacen los eventos en realidad no cualquier empresa hace eso.,PROMOTOR
637,Femenino,de 23 a 30,Universitaria completa,Analista,de 1 a 3,Operaciones,3.25,3.1,2.541666667,2.833333333,3.4,3,"Que planillas no tenga ""errores"" en los depósitos y que si uno no se da cuenta ni reclama si nadie se da cuenta.  Que en comedor no nos vendan comida pasada o malograda.",DETRACTOR
638,Femenino,de 23 a 30,Universitaria incompleta,Analista,menor de 1,Operaciones,4.9375,5,5,5,5,5,Una organización que fomenta la disciplina reconoce logros y es un lugar donde me siento a gusto para trabajar y dar lo mejor de mí.,PROMOTOR
640,Femenino,de 23 a 30,Universitaria incompleta,Analista,menor de 1,Operaciones,4.125,4.066666667,4.083333333,4.333333333,4.1,4,El trabajo en equipo y la vocación de servicio todos juntos remamos hacia un mismo lugar con ganas con alegría con entusiasmo logrando siempre los objetivos.,PROMOTOR
642,Masculino,de 23 a 30,Tecnico completo,Auxiliar,menor de 1,Operaciones,4.59375,4.8,4.583333333,4.555555556,4.75,5,El ambiente en sí ya que lo creamos nosotros mismos esa sensación de entrar a turno y sentirte bien es única. Gracias por la oportunidad.,PROMOTOR
645,Masculino,de 23 a 30,Secundaria o menor,Auxiliar,de 7 a 9,Operaciones,2.375,1.933333333,2.125,2.277777778,2,2,Más comunicación y apoyo entre las áreas darle solución a los problemas que tengamos ser sinceros y honestidad.,DETRACTOR
647,Femenino,de 23 a 30,Tecnico incompleto,Auxiliar,de 1 a 3,Operaciones,2.46875,3.1,2.875,3.388888889,3.15,2,Me gustaría que haya un mejor diálogo entre áreas o incluso entre las mismas para un aviso de crecimiento profesional.,DETRACTOR
650,Masculino,de 31 a 38,Tecnico incompleto,Jefe,de 10 a 15,Operaciones,5,4.666666667,4.833333333,5,5,5,La preocupación al trabajador y el apoyo que brinda.,PROMOTOR
651,Masculino,de 31 a 38,Universitaria completa,Jefe,de 10 a 15,Operaciones,3.84375,4.066666667,4,4.777777778,4.5,4,Siempre hay oportunidad de aprender cosas nuevas y esto me hace sentir que puedo aprender más.,PROMOTOR
652,Masculino,de 23 a 30,Tecnico incompleto,Jefe,de 7 a 9,Operaciones,5,5,5,5,5,5,Lo que ahce especial a Atlantic City y a mi área de trabajo es que he notado que hay un excelente clima laboral ya que se recibe siempre el apoyo en todo momento de parte de nuestros jefes y gerentes.,PROMOTOR
655,Femenino,de 31 a 38,Tecnico completo,Analista,de 10 a 15,Operaciones,4.875,4.766666667,4.458333333,4.944444444,4.85,5,Sí es un lugar especial y muy bueno porque nos brinda todos los beneficios así como las capacitaciones que nos ayudan a crecer como persona y como trabajador.,PROMOTOR
656,Femenino,de 31 a 38,Tecnico completo,Analista,de 1 a 3,Operaciones,4.0625,4.6,4,4.5,4.6,5,Muchos beneficios para sus trabajadores y puntualidad en los pagos.,PROMOTOR
659,Masculino,de 23 a 30,Universitaria completa,Analista,menor de 1,Operaciones,4.84375,4.9,4.75,4.722222222,4.8,5,Sí la confianza el apoyo que te brindan los compañeros del área para poder desenvolverte de la mejora manera además que si uno hace las cosas bien puede hacer línea de carrera.,PROMOTOR
660,Masculino,de 23 a 30,Universitaria completa,Analista,menor de 1,Operaciones,4.0625,3.966666667,4.125,4.111111111,4.3,4,Creo que el trabajo en equipo que noto en mi área es lo que más resalto.,PROMOTOR
664,Masculino,mayor de 46,Universitaria completa,Jefe,de 10 a 15,Operaciones,4.03125,4.2,4.416666667,3.666666667,3.9,4.5,Reconocimiento y consideración al potencial humano. Respeto entre colaboradores (como una gran familia). Ambiente agradable para realizar nuestro trabajo.,PROMOTOR
665,Masculino,de 31 a 38,Tecnico completo,Jefe,de 10 a 15,Operaciones,4.28125,4.266666667,4.125,4.611111111,4.45,5,Debo reconocer que ha mejorado mucho en clima laboral si hay algo especial es justamente eso.,PROMOTOR
666,Masculino,mayor de 46,Tecnico completo,Auxiliar,de 7 a 9,Operaciones,3.1875,3.666666667,3.166666667,3.833333333,3.4,2,No se podría pero se puede intentar cambiar la manera de pensar de muchos para mirar al mismo horizonte.,DETRACTOR
669,Masculino,de 31 a 38,Secundaria o menor,Auxiliar,de 10 a 15,Operaciones,2.65625,2.966666667,2.75,3.222222222,3.4,3,Que debe haber más incentivo para los trabajadores.,DETRACTOR
670,Masculino,de 31 a 38,Tecnico incompleto,Auxiliar,de 10 a 15,Operaciones,2.90625,2.8,2.458333333,4.166666667,3.45,4,Trabajo en equipo. La hipocresía. Mejorar la atención en el comedor. Reparto justo de las utilidades.,DETRACTOR
674,Femenino,de 23 a 30,Universitaria incompleta,Jefe,menor de 1,Operaciones,4.625,4.366666667,4.666666667,4.888888889,4.8,5,El amor y energía que le ponen a todo aquello que hacen.,PROMOTOR
677,Masculino,de 23 a 30,Universitaria incompleta,Analista,de 1 a 3,Operaciones,4.34375,4.666666667,4.333333333,4.777777778,4.7,5,El ambiente en el que se trabaja y la confianza que te brindan para poder tomar decisiones para el crecimiento de la empresa.,PROMOTOR
679,Masculino,de 31 a 38,Tecnico incompleto,Auxiliar,menor de 1,Operaciones,5,5,4.333333333,5,5,5,El buen ambiente laboral buenos compañeros buenas capacitaciones.,PROMOTOR
682,Masculino,de 31 a 38,Tecnico completo,Jefe,de 4 a 6,Operaciones,3.65625,4.066666667,3.916666667,4.611111111,4.25,4,Excelente infraestructura equipos y máquinas de última generación capacitación constante y un ambiente laboral que viene mejorando día a día.,PROMOTOR
683,Masculino,de 23 a 30,Universitaria completa,Analista,menor de 1,Operaciones,3.25,3.033333333,3.083333333,3.611111111,3.1,3,La atención en comedor muchas veces no dan buen trato. Por eso ya no uso el servicio.,DETRACTOR
684,Masculino,de 23 a 30,Universitaria completa,Tecnico,de 1 a 3,Operaciones,1.53125,1.633333333,1.583333333,2.333333333,2.15,3,Responsables por antigüedad y bara no por capacidad. Más planificación menos improvisación. Lo más importante es el capital humano.,DETRACTOR
