ID;SEXO;EDAD;GRADO_INSTRUCCION;GRADO_OCUPACIONAL;TIPO_CARGO;AÑOS_TRABAJANDO;GERENCIA;AREA;CREDIBILIDAD;RESPETO;IMPARCIALIDAD;ORGULLO;CAMARADERIA;GENERAL;CALIFICACION;SUGERENCIA;TARGET
544;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.3125;4.233333333;4.458333333;4.666666667;4.75;5;No indica;No indica;PROMOTOR
545;Masculino;de 23 a 30 años;Universitaria incompleta;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;3.5625;3.9;4.166666667;4.611111111;4.55;5;El compañerismo, el apoyo que hay entre los trabajadores.;Más capacitación a los líderes para un mejor desempeño en sus funciones.;PROMOTOR
546;Femenino;22 años o menos;Universitaria incompleta;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.78125;4.933333333;4.916666667;4.888888889;4.9;5;Que es una empresa muy organizada al menos el área de mesas siento que realmente es una familia, es entretenido estar en el trabajo,conocer personas que te demuestran respeto y cariño. PD: amo mi trabajo.;No indica;PROMOTOR
547;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.25;4.6;4.083333333;4.388888889;4.5;5;El ambiente laboral, compañerismo, beneficios internos y la familiaridad que te brinda mi centro de labores.;Que tengamos una bonificación nocturna para el personal de Casino Mesas.;PROMOTOR
548;Masculino;22 años o menos;Secundaria o menor;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.625;4.666666667;4.875;4.722222222;4.75;5;Su apoyo a sus trabajadores, el trato y el ambiente laboral hace que Atlantic City sea un buen lugar donde trabajar.;Bueno yo no cambiaría nada, todo el trabajo que hacemos es bueno, Atlantic City es y será un buen lugar donde podamos crecer profesionalmente.;PROMOTOR
549;Masculino;de 31 a 38 años;Universitaria incompleta;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;5;5;5;5;5;5;La sensación de familia, pasamos la mayor parte del tiempo en este lugar y nos permite interrelacionarnos como familia, compartir experiencias, alegrías, apoyarnos y trabajar juntos por sacar la empresa adelante.;La comida del comedor, podría ser mejorada sin elevar el presupuesto de manera casera, sin tanta grasa y aderezo, además de brindar una opción de dieta para el horario nocturno.;PROMOTOR
550;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Dealer;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Casino Mesas;4.28125;4.333333333;4.333333333;4.5;4.45;5;La infraestructura es impresionante y el compañerismo que existe aún más.;Se notan los cambios en mi área, ojala sigamos mejorando. Sería muy bueno un servicio de movilidad y ofrecer la opción de dieta en la noche.;PROMOTOR
551;Masculino;22 años o menos;Instituto superior o técnico completo;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.25;4.833333333;4.5;4.611111111;4.4;5;No indica;No indica;PROMOTOR
552;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4;3.833333333;3.958333333;3.5;4.05;4.5;No indica;No indica;PROMOTOR
553;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;4.375;4.3;4.25;4.388888889;4.45;5;Sí, que todos somos una gran familia!;Nada, ahora má que nunca, me siento muy feliz de pertenecer a esta gran familia.;PROMOTOR
554;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.625;4.666666667;4.666666667;4.666666667;4.45;5;Bien organizado: cumplen sus pagos puntuales, los servicios limpios, herramientas de trabajo en buen estado, servicio de descanso y entretenimiento en buen estado y buen clima laboral.;Por el momento no se me ocurre nada, pero la empresa es excelente. Gracias.;PROMOTOR
555;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;4.6875;4.633333333;4.5;4.777777778;4.75;5;La camaradería que hay entre compañeros, esa confianza que existe hace que uno se sienta cómodo y querido y nos dan ganas de venir a trabajar.;Solo que mejore el sueldo ya que no cobramos muchas utilidades por lo menos que nos suban el sueldo.;PROMOTOR
556;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4.0625;4.266666667;4.208333333;4.666666667;4.25;5;No indica;No indica;PROMOTOR
557;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;3.96875;4.1;3.875;4.111111111;4.45;4.5;Que es un lugar muy agradable donde puedes trabajar en comodidad y armonía y que hay ese calor de familia.;La mejora sería que nos den muestras más de atención por los jefes y gerentes.;PROMOTOR
558;Masculino;de 23 a 30 años;Universitaria incompleta;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4.8125;4.7;4.166666667;5;4.9;5;Porque hay un gran amiente de trabajo y te ayuda a crecer profesionalmente.;En el tema de remuneraciones.;PROMOTOR
559;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4.3125;4.5;4.208333333;4.555555556;4.5;5;No indica;No indica;PROMOTOR
560;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.25;4.133333333;4;3.944444444;4.2;4.5;No indica;No indica;PROMOTOR
561;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;2.75;2.9;2.791666667;2.888888889;3;3;Que es una empresa grande y donde se puede adquirir mucha experiencia profesional.;La atención al cliente ya que ha ido bajando considerablemente con el paso del tiempo.;DETRACTOR
562;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Dealer;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Casino Mesas;2.5;2.433333333;2.208333333;2.833333333;2.65;3;Me encanta trabajar aquí, es un buen lugar y cómodo solo que no todos ponen de su parte.;Quisiera que sean más serios y dejen las fiestas y parrandas que solo fomenta desorden dentro del área. Que no fumen los clientes dentro. Y oportunidad de ascenso a los más antiguos. Gracias.;DETRACTOR
563;Femenino;de 23 a 30 años;Universitaria incompleta;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;4.03125;3.966666667;3.833333333;4.611111111;4.35;4.5;Muchas oportunidades para crecer profesionalmente en esta empresa.;Han mejorado un montón. Sigan así.;PROMOTOR
564;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;3.65625;4.033333333;3.875;4.277777778;4.15;4.5;Es un buen lugar para trabajar y sobre salir adelante.;Hablar más con los trabajadores y así mejorarán.;PROMOTOR
565;Femenino;de 23 a 30 años;Universitaria incompleta;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4.5;4.566666667;4.708333333;4.444444444;4.55;5;Mi área y gracias a mis jefes puedo organizar mi horario para poder estudiar. Me gusta su comprensión.;En los salones VIP mejorar el tema del consumo de cigarro Está prohibido por ende deben de respetar;PROMOTOR
566;Femenino;de 31 a 38 años;Secundaria o menor;Auxiliar Dealer;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Operaciones;Casino Mesas;4.125;3.533333333;3.958333333;4.166666667;4.15;5;Sí, en esta empresa hay un gran ambiente laboral, nos cuidamos los unos a otros. Nos protegemos y estamos al pendiente de las necesidades de los compañeros.;Los ascensos son en algunos casos injustos.;PROMOTOR
567;Masculino;de 23 a 30 años;Universitaria incompleta;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4.75;4.933333333;4.583333333;4.722222222;4.85;5;No indica;No indica;PROMOTOR
568;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.625;4.366666667;4.708333333;4.555555556;4.7;5;El crecimiento personal y profesional al trabajar en una empresa de prestigio.;Mayor comunicación o integridad de las diferentes áreas.;PROMOTOR
569;Masculino;de 23 a 30 años;Universitaria incompleta;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4.15625;4.066666667;3.833333333;4;4.45;4;Sí, el trato que uno recibe desde que ingresas a trabajar. En lo particular, se me brinda todo el apoyo para llegar a donde estoy.;El comportamiento de algunas jefaturas, ya que piensan que por pertenecer a un cargo mayor pueden disponer de nuestro tiempo. Solo ese punto.;PROMOTOR
570;Masculino;22 años o menos;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.625;4.466666667;4.541666667;4.666666667;4.85;5;El gran ambiente laboral que se maneja.;Que exista un área de recreación para los trabajadores.;PROMOTOR
571;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Casino Mesas;3.8125;3.766666667;3.333333333;3.611111111;3.85;4;No indica;Las jefaturas.;NEUTRO
572;Masculino;22 años o menos;Universitaria incompleta;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.40625;4.433333333;4.166666667;4.555555556;4.4;5;La oportunidad de crecer profesionalmente dentro de la empresa.;Que los ascensos se den a personas más capacitadas para asumir un cargo con mayor responsabilidad.;PROMOTOR
573;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4.71875;4.8;4.833333333;4.833333333;4.85;5;"Hace muchos cosas, como felicitarnos por el día del trabajador. Nos dieron una rica cena, celebran nuestro cumpleaños, darnos la oportunidad de felicitar y reconocer con las ""Tarjetas de Reconocimiento"".";No tengo idea, es súper cómodo y bueno trabajar aquí. Aunque siempre se espera alguna sorpresa como muchas de las que ya se vienen a cabo. Gracias!;PROMOTOR
574;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;3.3125;3.333333333;3.291666667;3.111111111;3.45;3.5;No indica;No indica;NEUTRO
575;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;3.3125;2.9;3;2.944444444;3.5;4;Que son puntuales al pagar. A mitad de este año he visto cambios chicos en esta empresa positivos.;Capacitar a tu personal y a las personas que van a ascender, calificarlos, evaluarlos y siempre capacitarlos. También un ambiente para relajarse para el personal, porque aquí se mueve plata y ahí estresa.;NEUTRO
576;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;4.5625;4.7;4.333333333;4.833333333;4.9;5;Los valores que tiene esta empresa es lo más valioso.;Pienso que todo está en orden como debe ser, una empresa con mucho éxito.;PROMOTOR
577;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;3.625;3.433333333;3.208333333;3.777777778;3.65;4;Las atenciones fuera del trabajo que se toman a los trabajadores.;Un mejor sueldo.;NEUTRO
578;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;4.03125;4.2;3.875;4.055555556;4.2;4;Sí, la calidad de personas ya sea Jefe, Supervisores o compañeros que encuentra aquí es positiva. También la puntualidad en los pagos de haberes.;Que no se permita el abuso verbal o físico del cliente hacia el empleado.;PROMOTOR
579;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar Dealer;Trabajador;menos de 1 año;Gerencia de Operaciones;Casino Mesas;4.5625;4.366666667;4.5;4.388888889;4.75;5;No indica;No indica;PROMOTOR
580;Masculino;de 23 a 30 años;Secundaria o menor;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;3.8125;3.9;3.375;3.944444444;3.9;4;No indica;No indica;NEUTRO
581;Femenino;de 31 a 38 años;Universitaria incompleta;Auxiliar Dealer;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Casino Mesas;4.28125;4.4;4.125;4.333333333;4.35;5;Me gusta mucho la infraestructura interna del área de mesas y los acabados, me siento bien por ese aspecto.;Pondría movilidad para los trabajadores que salen de madrugada, los que podemos hacermos rutas, pero los que no, algunos han sido violentados de alguna manera.;PROMOTOR
582;Masculino;de 23 a 30 años;Universitaria incompleta;Auxiliar (otros);Trabajador;de 1 a 3 años;Gerencia de Operaciones;Casino Mesas;2.4375;2.933333333;2.041666667;2.833333333;2.5;3;No indica;Algunas jefaturas son poco efectivas en sus funciones y falta apoyo entre todas las áreas.;DETRACTOR
583;Masculino;de 46 años o más;Instituto superior o técnico completo;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);de 1 a 3 años;Gerencia de Operaciones;Departamento Técnico;4.75;4.666666667;5;5;4.8;5;Sí, porque Atlantic City se preocupa por los colaboradores y por todos los beneficios que brinda.;Instrucción permanente para realizar un buen trabajo.;PROMOTOR
584;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 10 a 15 años;Gerencia de Operaciones;Departamento Técnico;3.875;3.833333333;3.791666667;3.944444444;4.3;4;Si, prque es una empresa seria, responsable con sus trabajadores, ofrece beneficios como la torta de cumpleaños, bonos especiales por dato, descuentos en cines y centro de estudios.;Me gustaría que el aniversario del casino se celebre con todos los trabajadores o un centro recreacional, donde se pueda interactuar más con los compañeros.;NEUTRO
585;Masculino;de 31 a 38 años;Instituto superior o técnico completo;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Operaciones;Departamento Técnico;3.96875;4.066666667;4;4.444444444;4.05;4;Por preocuparse por el clima laboral y buscar la participación de todos sus colaboradores.;Mejorar cada día la comunicación efectiva entre áreas y así sentir todos orgullosos del logro individual de cada grupo de trabajo.;PROMOTOR
586;Masculino;de 39 a 45 años;Instituto superior o técnico completo;Supervisor;Jefaturas (Jefe, Supervisor, Encargados);de 10 a 15 años;Gerencia de Operaciones;Departamento Técnico;4.8125;4.7;4.5;4.944444444;5;5;Comunicación, confraternidad, coordinación.;No indica;PROMOTOR
587;Masculino;de 23 a 30 años;Universitaria incompleta;Técnico de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;3.6875;3.666666667;3.875;4.333333333;3.85;4;Sí, como este tipo de encuesta el cual hace notar la preocupación por nosotros como colaboradores, sin dejar de mencionar las actividades de integración.;Me encantaría que mejore la promoción de los colaboradores que se muestran estudiando carreras afines, para así no solamente podamos trabajar en lo que se nos encomienda sino que podamos aplicar los conocimientos que vamos adquiriendo día a día en la carrera que estudiamos.;NEUTRO
588;Femenino;de 31 a 38 años;Instituto superior o técnico incompleto;Técnico de Departamento Técnico;Trabajador;más de 15 años;Gerencia de Administración;Departamento Técnico;3.9375;3.933333333;3.541666667;3.444444444;3.75;5;En la mayoría de las áreas se siente un buen ambiente para trabajar.;Más igualdad entre trabajadores desde los de oficina y operativos.;NEUTRO
589;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Técnico de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;4.5625;4.266666667;4.5;4.722222222;4.1;5;No indica;No indica;PROMOTOR
590;Masculino;de 39 a 45 años;Universitaria incompleta;Técnico de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;4.03125;4.066666667;3.833333333;4.166666667;4.05;4;Sí, ahora hay beneficios y se ve el interés de la empresa por sus empleados.;No indica;PROMOTOR
591;Masculino;de 31 a 38 años;Instituto superior o técnico completo;Técnico de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;2.3125;2.466666667;2.916666667;2.388888889;2.15;2;El ambiente que se forma entre los mismos trabajadores.;Una buena remuneración anual y mejor repartición de utilidades.;DETRACTOR
592;Masculino;de 39 a 45 años;Instituto superior o técnico incompleto;Técnico de Departamento Técnico;Jefaturas (Jefe, Supervisor, Encargados);menos de 1 año;Gerencia de Operaciones;Departamento Técnico;3.09375;3.033333333;2.958333333;3;3.1;3;Tecnología, capacitación, eventos varios, convenios educativos.;Motivación, mayor interés por el empleado. Aumentar o mejorar tu récord laboral. Preguntar como vas, cómo te sientes, tus errores, fortalezas, etc.;NEUTRO
593;Masculino;de 23 a 30 años;Secundaria o menor;Técnico de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;4.25;4.733333333;4.125;4.444444444;4.7;5;La calidad de personas laborando son a mi parecer buenas. Claro, cona lgunos detalles a mejorar pero es algo especial que hace este negocio, diferente a los demás.;En lo que tiene que mejorar es en las habladurías entre otras áreas, fomentando malos entendidos.;PROMOTOR
594;Femenino;de 23 a 30 años;Universitaria incompleta;Técnico de Departamento Técnico;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Departamento Técnico;3.21875;3.233333333;2.791666667;3.444444444;3.8;1.5;Sí, ya que es un buen ambiente para trabajar, somos como familia y hay mucha unión. Porque tenemos todos los beneficios de ley.;Que tengan más comunicación con su personal.;DETRACTOR
595;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Técnico de Departamento Técnico;Trabajador;de 10 a 15 años;Gerencia de Operaciones;Departamento Técnico;4;4.333333333;3.833333333;4.5;4.15;5;No indica;No indica;PROMOTOR
596;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;4.9375;4.733333333;5;5;5;5;Algo especial que todos bien el bienestar de la empresa en seguir creciendo. Que todos somos unidos, eso hace un buen lugar de trabajo.;En lo personal no cambiaría nada.;PROMOTOR
597;Masculino;de 39 a 45 años;Instituto superior o técnico completo;Técnico de Departamento Técnico;Jefaturas (Jefe, Supervisor, Encargados);de 7 a 9 años;Gerencia de Operaciones;Departamento Técnico;3.875;4.066666667;4.083333333;4.444444444;4.2;5;Es el mejor sitio donde trabajar, buen ambiente laboral.;Se mejoraría en los ascensos, darle oportunidad al personal  que tiene tiempo en la empresa.;PROMOTOR
598;Femenino;de 23 a 30 años;Secundaria o menor;Técnico de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;2.875;2.733333333;1.958333333;3.222222222;2.5;3;Son puntuales con los pagos;En mi área: tener un sueldo dependiendo la cantidad de años que tienes en la empresa. En la empresa: tener un bono nocturno, tener riesgo de caja, que valoren nuestro trabajo.;DETRACTOR
599;Masculino;de 31 a 38 años;Instituto superior o técnico completo;Técnico de Departamento Técnico;Jefaturas (Jefe, Supervisor, Encargados);de 10 a 15 años;Gerencia de Operaciones;Departamento Técnico;3.84375;3.733333333;3.666666667;4;3.95;4;Yo creo que a mi me hace sentir un buen lugar para trabajar, es el clima entre mis compañeros, aparte son puntuales en todo y ahora que nos brindan convenios con instituciones.;Clima entre áreas, creo falta expandirlo más y por favor no contraten gente de afuera, hay gente que puede tener oportunidad de asumir cualquier cargo, dar oportunidad a la gente antigua. Gracias.;NEUTRO
600;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Técnico de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;2.875;2.733333333;2.833333333;3.222222222;3.05;3;Lo especial es encontrar buenas personas y que te sientas bien al trabajar.;Que reconozcan el trabajo que uno hace y que hace cada área, el tipo de trabajo que uno hace y el tiempo que uno tiene.;DETRACTOR
601;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico de Departamento Técnico;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Departamento Técnico;3.53125;3.566666667;3.291666667;4;3.85;4;Su trato como empresa a los trabajadores es muy bueno y agradable, te hace sentir conforme para trabajar.;No indica;NEUTRO
602;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Técnico de Departamento Técnico;Trabajador;de 10 a 15 años;Gerencia de Operaciones;Departamento Técnico;3.21875;3.833333333;3.333333333;3.444444444;3.7;4.5;Para muchas personas lo que hace especial es el saludo.;Que los jefes y supervisores den más apoyo para poder progresar.;NEUTRO
603;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Técnico (otros);Trabajador;de 7 a 9 años;Gerencia de Operaciones;Departamento Técnico;4.03125;3.9;3.5;3.722222222;3.75;4;La comunicación con personas de personal o selección de personal.;Que los jefes nos pregunte qué nos falta para estar tranquilo y la respuesta la tiene cada trabajador. Un lugar donde estar tranquilo y despejarnos de todo el estrés (lugar de relajo).;NEUTRO
604;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;3.15625;3.166666667;3.083333333;2.888888889;2.9;3;El empeño que le coloca a que todos sus trabajadores se sientan bien en su ambiente laboral y el buen ambiente de cordialidad que se fomenta entre todos los trabajadores.;Que los jefes de área sean sinceros y en cuanto a los uniformes te lo brinden nuevos y no usados que te causen enfermedades a la piel. PD: Gracias por preocuparse por nosotros.;NEUTRO
605;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;3.03125;2.666666667;3.166666667;3.722222222;3.35;4;Si porque es una empresa sólida, que cuenta con todo lo necesario para trabajar bien.;El trato de los jefes hacia los trabajadores, no por tener un cargo más importante es mejor que todos y tener el mismo trato con los demás, no tener favoritismo.;NEUTRO
606;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar de Departamento Técnico;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Departamento Técnico;4.40625;4.066666667;4.333333333;4.5;4.35;4;La elegancia y la seguridad es lo que yo destaco de aquí me siento bien porque es un lugar reconocido por esos dos aspectos.;En lo personal me siento bien de trabajar aquí, por diferente factores, pero si pudiera cambiar algo sería el que no llamen personas de afuera para cargos altos, se puede capacitar y/o ayudar al personal para que pueda crecer profesionalmente ya que muchos se lo merecen por el tiempo y por sus capacidades y ganas. También cambiaría la música, no bailables sino alegres. Gracias.;PROMOTOR
607;Femenino;de 23 a 30 años;Universitaria incompleta;Auxiliar de Departamento Técnico;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Departamento Técnico;3.3125;3.2;2.958333333;3.111111111;3.55;5;Sí, la calidad de personas que trabajamos aquí.;No indica;NEUTRO
608;Masculino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar de Departamento Técnico;Trabajador;de 7 a 9 años;Gerencia de Operaciones;Departamento Técnico;4.21875;4.333333333;3.5;4.277777778;4.2;5;Sí, que es un casino competente y sale adelante y mira hacia el futuro.;Bueno que consideren la antigüedad y el desemepeño.;PROMOTOR
609;Femenino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar de Departamento Técnico;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Departamento Técnico;4.3125;3.966666667;4.166666667;4.555555556;4.5;4;El trabajo en equipo y compañerismo e identificación con la empresa.;La remuneración en área de operaciones podría mejorar, Atlantic City es el mejore casino del Perú y no cualquier persona trabaja aquí, debe ser reconocido nuestro trabajo.;PROMOTOR
610;Femenino;de 23 a 30 años;Universitaria incompleta;Auxiliar de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;1.8125;1.6;1.833333333;1.333333333;1.5;1;No indica;Que el personal pueda desarrollar una línea de carrera.;DETRACTOR
611;Femenino;de 23 a 30 años;Secundaria o menor;Auxiliar de Departamento Técnico;Trabajador;de 1 a 3 años;Gerencia de Operaciones;Departamento Técnico;3.90625;3.433333333;3;3.444444444;2.75;5;Sí, los beneficios que nos brindan, comodidad, todos los recursos que nos dan económicamente.;Capacitar más a los supervisores de la sala porque ellos son los que enfrentan las situaciones que pasan los clientes. Y deben de tener más tino al hablar con su personal.;NEUTRO
612;Femenino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;4.875;4.833333333;4.916666667;4.611111111;4.8;5;No existe la discriminación, el respeto entre compañeros de trabajo es esencial, el valorar a las personas como son.;Generar motivación a través de concursos  de baile y/o deportes.;PROMOTOR
613;Masculino;de 23 a 30 años;Universitaria incompleta;Auxiliar de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;4.40625;4.266666667;4.5;4.555555556;4.55;5;La garantía de saber que te deja crecer profesionalmente y motiva a trabajar en equipo para lograr buenos resultados.;Más aire acondicionado, ya que hace un calor insoportable, con respecto a lo demás está bien.;PROMOTOR
614;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;3.03125;3.333333333;3.208333333;3.833333333;3.75;4;El prestigio que tiene.;Mejores convenios con mayores descuentos en estudio.;NEUTRO
615;Femenino;de 31 a 38 años;Instituto superior o técnico incompleto;Auxiliar de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;4.625;4.8;4.458333333;4.666666667;4.85;5;Sï, hacer que las áreas se compenetren haciendo actividades de integración para hacer y lograr un trabajo en equipo.;Hasta ahora para mí todo está bien.;PROMOTOR
616;Femenino;de 23 a 30 años;Secundaria o menor;Auxiliar de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;4.25;4.5;4.666666667;4.888888889;4.65;5;Sí, las capacitaciones que nos brindan, talleres, etc.;La comida que sirven en el comedir y que la atención también mejore.;PROMOTOR
617;Masculino;de 23 a 30 años;Instituto superior o técnico completo;Auxiliar de Departamento Técnico;Trabajador;de 4 a 6 años;Gerencia de Operaciones;Departamento Técnico;3.28125;3.666666667;3.416666667;4.222222222;3.55;4.5;El lugar de trabajo es muy acogedor, también nos brindan el apoyo necesario para crecer profesionalmente.;Lo que se mejoraría es las duchas, ya que a pesar de contar con GYM Atlantic City no cuenta con muchas.;NEUTRO
618;Masculino;de 23 a 30 años;Instituto superior o técnico incompleto;Auxiliar de Departamento Técnico;Trabajador;menos de 1 año;Gerencia de Operaciones;Departamento Técnico;4.21875;4.2;4.375;4.222222222;4.5;5;El ambiente de trabajo y el trato a los trabajadores es muy cordial, te hace sentir como familia.;No cambiaría nada.;PROMOTOR
619;Femenino;de 31 a 38 años;Post-grado;Jefe / Sub Jefe;Jefaturas (Jefe, Supervisor, Encargados);menos de 1 año;Gerencia de Operaciones;Marketing Casino;3.40625;3.533333333;3.458333333;4.277777778;3.6;4;Muy aparte de mi área, hay muy buenos compañeros y gente con la que se puede contar.;El horario de trabajo debería ser 50 horas semanales.;NEUTRO
